function|id|phase|cpu_user|cpu_system|cpu_child_user|cpu_child_sys|iowait|io_read_count|io_write_count|io_read_bytes|io_write_bytes|io_read_chars|io_write_chars|ctx_voluntary|ctx_involuntary|mem_rss|mem_vms|mem_shared|mem_text|mem_lib|mem_data|mem_dirty|mem_uss|mem_pss|mem_swap|net_bytes_sent|net_bytes_recv|net_packets_sent|net_packets_recv|net_errin|net_errout|net_dropin|net_dropout|create_time|node
mapper|0_0|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|53248|78848|0|2445|5235|15|23|0|0|0|0|1655457280.34|wn6.localdomain
mapper|0_0|end|515.07|89.49|0.03|0.03|0.0|3397936|505|0|331776|18683799487|331692|1249|13849|468389888|1996775424|224501760|3264512|0|1289248768|0|244666368|319198208|0|121203151|18866932866|1828727|2825574|0|0|0|0|0|wn6.localdomain
mapper|10_10|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|68608|0|2449|4925|15|20|0|0|0|0|1655457281.8|wn6.localdomain
mapper|10_10|end|517.89|91.82|0.02|0.03|0.0|3271365|504|0|90112|18703579236|89860|1239|18214|595697664|2140954624|224886784|3264512|0|1433473024|0|589520896|592355328|0|117170707|18881964018|1767475|2753825|0|0|0|0|0|wn6.localdomain
mapper|11_11|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|53248|64512|0|2451|4918|15|20|0|0|0|0|1655457281.15|wn1.localdomain
mapper|11_11|end|727.09|93.81|0.03|0.03|0.0|3881389|547|0|90112|18708199067|90548|1195|29950|602832896|2148749312|221663232|3264512|0|1441259520|0|596586496|599420928|0|149710301|19029592773|2257847|4920840|0|0|0|0|0|wn1.localdomain
mapper|1_1|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|79872|0|2447|5235|15|23|0|0|0|0|1655457279.97|wn1.localdomain
mapper|1_1|end|706.63|90.55|0.02|0.03|0.0|3848311|540|0|331776|18703579788|332252|1238|17676|463802368|1996816384|219906048|3264512|0|1289310208|0|244367360|317172736|0|147461553|19021018938|2224729|4860867|0|0|0|0|0|wn1.localdomain
mapper|2_2|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|53248|75776|0|2445|5186|15|22|0|0|0|0|1655457280.41|wn5.localdomain
mapper|2_2|end|510.43|86.61|0.03|0.03|0.0|3187651|504|0|90112|18708188911|89860|1229|10653|604790784|2148802560|223645696|3264512|0|1441320960|0|598773760|601556992|0|113630982|18881103124|1714066|2670983|0|0|0|0|0|wn5.localdomain
mapper|3_3|start|0.0|0.0|0.0|0.0|0.0|6|0|0|0|2524|0|0|0|589824|7913472|499712|3264512|0|790528|0|188416|291840|0|2447|5193|15|22|0|0|0|0|1655457279.87|wn4.localdomain
mapper|3_3|end|744.37|86.87|0.03|0.02|0.0|3548269|542|0|331776|18683790607|332284|1190|17077|464269312|1996779520|220590080|3264512|0|1289240576|0|249880576|355267584|0|136621494|18990704364|2060889|4701310|0|0|0|0|0|wn4.localdomain
mapper|4_4|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|74752|0|2447|5083|15|21|0|0|0|0|1655457280.22|wn4.localdomain
mapper|4_4|end|709.12|86.71|0.03|0.03|0.0|3501053|554|0|331776|18703576888|332476|1216|11966|465059840|1996836864|221122560|3264512|0|1289302016|0|458657792|461509632|0|135031568|19010202599|2036326|4697082|0|0|0|0|0|wn4.localdomain
mapper|5_5|start|0.0|0.0|0.0|0.0|0.0|13|0|0|0|6704|0|0|0|524288|7598080|454656|3264512|0|770048|0|163840|274432|0|2445|4924|15|19|0|0|0|0|1655457281.13|wn3.localdomain
mapper|5_5|end|517.63|82.69|0.03|0.03|0.0|3334125|506|0|90112|18708179373|89892|1236|7009|606539776|2148806656|225390592|3264512|0|1441325056|0|600281088|603134976|0|117235599|18881815541|1768111|2681869|0|0|0|0|0|wn3.localdomain
mapper|6_6|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|520192|7598080|450560|3264512|0|770048|0|163840|214016|0|2447|5125|15|22|0|0|0|0|1655457280.32|wn1.localdomain
mapper|6_6|end|711.26|90.81|0.03|0.02|0.0|3772109|533|0|331776|18683803100|332140|1227|23376|590938112|2140876800|219803648|3264512|0|1433370624|0|376610816|482042880|0|145435219|18999607196|2193954|4835912|0|0|0|0|0|wn1.localdomain
mapper|7_7|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|70656|0|2445|4925|15|20|0|0|0|0|1655457281.08|wn6.localdomain
mapper|7_7|end|511.25|90.72|0.03|0.03|0.0|3371954|504|0|90112|18703582409|89860|1228|20861|595501056|2140913664|224452608|3264512|0|1433427968|0|377810944|484895744|0|120971223|18886726661|1824161|2824923|0|0|0|0|0|wn6.localdomain
mapper|8_8|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|74752|0|2445|4966|15|20|0|0|0|0|1655457280.96|wn5.localdomain
mapper|8_8|end|513.1|88.44|0.03|0.03|0.0|3342955|506|0|90112|18708185768|89892|1235|14480|606818304|2148757504|225374208|3264512|0|1441267712|0|389386240|496397312|0|118265190|18885329406|1784030|2734640|0|0|0|0|0|wn5.localdomain
mapper|9_9|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|94208|0|2447|4931|15|19|0|0|0|0|1655457281.01|wn2.localdomain
mapper|9_9|end|652.86|81.28|0.04|0.02|0.0|3253532|521|0|331776|18683796613|331948|1162|9722|465752064|1996746752|221831168|3264512|0|1289236480|0|459218944|462065664|0|124487902|18976464579|1876781|4485560|0|0|0|0|0|wn2.localdomain
reducer|0_0|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6651904|0|3264512|0|761856|0|126976|165888|0|5119|247896|53|58|0|0|0|0|1655460732.53|wn2.localdomain
reducer|0_0|end|0.79|0.14|0.01|0.02|0.0|875|410|0|0|2689952|21322|191|15|267743232|334979072|181407744|3264512|0|89710592|0|87805952|175888384|0|8495|256177|68|72|0|0|0|0|0|wn2.localdomain
reducer|0_11|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|93184|0|4681|248117|48|60|0|0|0|0|1655461705.34|wn3.localdomain
reducer|0_11|end|0.34|0.1|0.01|0.02|0.0|896|410|0|0|2676420|21322|203|84|245223424|318464000|174272512|3264512|0|73269248|0|238301184|241128448|0|7400|255431|62|72|0|0|0|0|0|wn3.localdomain
reducer|0_1|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|57344|89088|0|5717|248643|63|68|0|0|0|0|1655461173.14|wn5.localdomain
reducer|0_1|end|0.37|0.08|0.01|0.02|0.0|880|410|0|0|2676420|21322|243|9|259338240|326352896|180858880|3264512|0|81158144|0|253042688|255864832|0|9159|256858|79|81|0|0|0|0|0|wn5.localdomain
reducer|0_3|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|28672|6610944|0|3264512|0|753664|0|53248|76800|0|4007|247455|38|50|0|0|0|0|1655461421.75|wn3.localdomain
reducer|0_3|end|0.38|0.07|0.01|0.02|0.0|877|410|0|0|2676420|21322|250|9|256016384|324145152|179482624|3264512|0|78950400|0|249376768|252194816|0|7383|255670|53|63|0|0|0|0|0|wn3.localdomain
reducer|0_7|start|0.0|0.0|0.0|0.0|0.0|13|0|0|0|6704|0|0|0|589824|7913472|499712|3264512|0|790528|0|184320|307200|0|4537|247721|46|54|0|0|0|0|1655461699.37|wn1.localdomain
reducer|0_7|end|1.2|0.17|0.04|0.02|0.0|1193|492|0|53248|3519423|55740|243|36|312500224|452431872|202948608|3264512|0|120315904|0|306114560|308919296|0|10705|499905|94|101|0|0|0|0|0|wn1.localdomain
