function|id|phase|cpu_user|cpu_system|cpu_child_user|cpu_child_sys|iowait|io_read_count|io_write_count|io_read_bytes|io_write_bytes|io_read_chars|io_write_chars|ctx_voluntary|ctx_involuntary|mem_rss|mem_vms|mem_shared|mem_text|mem_lib|mem_data|mem_dirty|mem_uss|mem_pss|mem_swap|net_bytes_sent|net_bytes_recv|net_packets_sent|net_packets_recv|net_errin|net_errout|net_dropin|net_dropout|create_time|node
mapper|0_0|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6598656|0|3264512|0|741376|0|32768|64512|0|2447|4430|15|23|0|0|0|0|1655429113.67|wn1.localdomain
mapper|0_0|end|372.13|16.12|0.02|0.02|0.0|1363774|2374|0|331776|9373249969|735682|9411|12582|562012160|1252777984|216002560|3264512|0|870100992|0|348405760|418957312|0|33781669|9467274258|487570|700399|0|0|0|0|0|wn1.localdomain
mapper|10_10|start|0.0|0.0|0.0|0.0|0.0|7|0|0|0|3356|0|0|0|462848|7577600|417792|3264512|0|749568|0|139264|167936|0|2451|4072|15|20|0|0|0|0|1655429115.12|wn1.localdomain
mapper|10_10|end|369.97|14.9|0.01|0.03|0.0|1361217|2384|0|90112|9386531168|496769|8191|11952|693141504|1397211136|215777280|3264512|0|1016537088|0|477605888|531365888|0|33356546|9477417997|481569|688142|0|0|0|0|0|wn1.localdomain
mapper|11_11|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|36864|50176|0|2449|4245|15|22|0|0|0|0|1655429115.46|wn5.localdomain
mapper|11_11|end|287.21|20.79|0.02|0.03|0.0|1404276|2371|0|90112|9354074156|493784|10113|10072|725929984|1422626816|221204480|3264512|0|1042370560|0|506195968|579588096|0|44883315|9470435648|652705|977058|0|0|0|0|0|wn5.localdomain
mapper|12_12|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|36864|51200|0|2449|4210|15|21|0|0|0|0|1655429114.88|wn6.localdomain
mapper|12_12|end|286.03|21.62|0.03|0.02|0.0|1386926|2374|0|90112|9373252636|494512|11566|12299|695943168|1397112832|220921856|3264512|0|1014390784|0|475570176|583516160|0|42734773|9484191422|620100|905417|0|0|0|0|0|wn6.localdomain
mapper|13_13|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|499712|7577600|454656|3264512|0|749568|0|106496|159744|0|2451|4162|15|21|0|0|0|0|1655429115.58|wn2.localdomain
mapper|13_13|end|351.94|15.22|0.01|0.03|0.0|1365256|2376|0|90112|9342921962|494805|8305|12539|694730752|1395490816|217395200|3264512|0|1014906880|0|478482432|521938944|0|33858564|9437299232|489185|699122|0|0|0|0|0|wn2.localdomain
mapper|14_14|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|36864|50176|0|2451|4162|15|21|0|0|0|0|1655429114.63|wn4.localdomain
mapper|14_14|end|370.82|16.03|0.02|0.02|0.0|1369150|2384|0|331776|9379564672|737903|10090|10799|566046720|1253064704|217473024|3264512|0|872763392|0|559218688|562028544|0|33253577|9471460915|481185|690677|0|0|0|0|0|wn4.localdomain
mapper|15_15|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|32768|48128|0|2449|4120|15|20|0|0|0|0|1655429114.55|wn3.localdomain
