function|id|phase|cpu_user|cpu_system|cpu_child_user|cpu_child_sys|iowait|io_read_count|io_write_count|io_read_bytes|io_write_bytes|io_read_chars|io_write_chars|ctx_voluntary|ctx_involuntary|mem_rss|mem_vms|mem_shared|mem_text|mem_lib|mem_data|mem_dirty|mem_uss|mem_pss|mem_swap|net_bytes_sent|net_bytes_recv|net_packets_sent|net_packets_recv|net_errin|net_errout|net_dropin|net_dropout|create_time|node
mapper|0_0|start|0.0|0.0|0.0|0.0|0.0|6|0|0|0|2524|0|0|1|8192|6631424|0|3264512|0|741376|0|106496|171008|0|2381|4336|14|24|0|0|0|0|1655428544.58|wn4.localdomain
mapper|0_0|end|201.63|12.99|0.03|0.01|0.0|856690|1440|0|90112|4703379074|293612|10479|18651|684441600|1140817920|216236032|3264512|0|759599104|0|468553728|493280256|0|26495603|4764826018|389938|489332|0|0|0|0|0|wn4.localdomain
mapper|10_10|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|32768|36864|0|2449|4158|15|23|0|0|0|0|1655428546.54|wn6.localdomain
mapper|10_10|end|163.37|17.42|0.02|0.01|0.0|872640|1444|0|90112|4680763467|294544|14579|16338|658731008|1139290112|219762688|3264512|0|728600576|0|439328768|471077888|0|29026927|4746597947|427771|529389|0|0|0|0|0|wn6.localdomain
mapper|11_11|start|0.0|0.0|0.0|0.0|0.0|6|0|0|0|2524|0|0|0|8192|6598656|0|3264512|0|741376|0|102400|125952|0|2385|4109|14|22|0|0|0|0|1655428545.54|wn4.localdomain
mapper|11_11|end|204.42|12.34|0.03|0.01|0.0|850501|1439|0|90112|4676738806|293475|12631|17978|713134080|1166331904|217346048|3264512|0|785723392|0|496291840|568352768|0|26276658|4735553216|386896|477098|0|0|0|0|0|wn4.localdomain
mapper|12_12|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6590464|0|3264512|0|733184|0|24576|28672|0|2449|4068|15|22|0|0|0|0|1655428546.13|wn5.localdomain
mapper|12_12|end|159.83|16.66|0.02|0.02|0.0|871501|1440|0|90112|4703379543|293612|12943|19566|687714304|1140813824|219791360|3264512|0|759410688|0|468512768|512534528|0|27817043|4767868003|409969|501171|0|0|0|0|0|wn5.localdomain
mapper|13_13|start|0.0|0.0|0.0|0.0|0.0|6|0|0|0|2524|0|0|0|540672|7778304|487424|3264512|0|761856|0|147456|186368|0|2451|4116|15|22|0|0|0|0|1655428545.76|wn1.localdomain
mapper|13_13|end|201.87|13.55|0.03|0.01|0.0|853459|1444|0|331776|4673297687|535688|8595|14592|555974656|995082240|217333760|3264512|0|613482496|0|338722816|393046016|0|26223926|4729905002|386546|478216|0|0|0|0|0|wn1.localdomain
mapper|14_14|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|466944|7577600|421888|3264512|0|749568|0|139264|182272|0|2451|4074|15|21|0|0|0|0|1655428546.26|wn2.localdomain
mapper|14_14|end|192.01|12.68|0.02|0.02|0.0|860567|1442|0|90112|4673139452|293901|11934|14369|685023232|1139204096|215912448|3264512|0|758755328|0|469708800|523669504|0|26821610|4731157377|395177|484474|0|0|0|0|0|wn2.localdomain
mapper|15_15|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6631424|0|3264512|0|741376|0|106496|160768|0|2449|4074|15|21|0|0|0|0|1655428545.44|wn3.localdomain
mapper|15_15|end|161.4|18.91|0.02|0.02|0.0|862960|1446|0|331776|4673208671|536311|12497|16290|0|0|0|0|0|0|0|305049600|337015808|0|27692203|4734420577|408001|492882|0|0|0|0|0|wn3.localdomain
mapper|16_16|start|0.0|0.0|0.0|0.0|0.0|5|0|0|0|1692|0|0|0|8192|6598656|0|3264512|0|741376|0|98304|109568|0|2383|4158|14|23|0|0|0|0|1655428547.42|wn6.localdomain
mapper|16_16|end|165.02|18.28|0.03|0.02|0.0|878381|1450|0|90112|4703035990|295813|13531|15651|690909184|1140887552|221634560|3264512|0|760471552|0|471760896|540826624|0|28909378|4765869805|426052|519185|0|0|0|0|0|wn6.localdomain
mapper|17_17|start|0.0|0.0|0.0|0.0|0.0|6|0|0|0|2524|0|0|0|512000|7778304|454656|3264512|0|761856|0|151552|176128|0|2451|4116|15|22|0|0|0|0|1655428546.37|wn4.localdomain
